ELEME
  a 0    0    0SURFA1.0000e+25                     1.000e+02 1.000e+01 0.000e+00
  c 4    0    0MEDM 8.0000e+05                     5.000e+02 1.000e+01-7.000e+02
  d 4    0    0MEDM 8.0000e+05                     7.000e+02 1.000e+01-7.000e+02
  e 4    0    0MEDM 8.0000e+05                     9.000e+02 1.000e+01-7.000e+02
  f 4    0    0MEDM 8.0000e+05                     1.100e+03 1.000e+01-7.000e+02
  g 4    0    0MEDM 8.0000e+05                     1.300e+03 1.000e+01-7.000e+02
  h 4    0    0MEDM 8.0000e+05                     1.500e+03 1.000e+01-7.000e+02
  i 4    0    0MEDM 8.0000e+05                     1.700e+03 1.000e+01-7.000e+02
  j 4    0    0MEDM 8.0000e+05                     1.900e+03 1.000e+01-7.000e+02
  a 5    0    0MEDM 8.0000e+05                     1.000e+02 1.000e+01-9.000e+02
  b 5    0    0MEDM 8.0000e+05                     3.000e+02 1.000e+01-9.000e+02
  c 5    0    0MEDM 8.0000e+05                     5.000e+02 1.000e+01-9.000e+02
  d 5    0    0MEDM 8.0000e+05                     7.000e+02 1.000e+01-9.000e+02
  e 5    0    0MEDM 8.0000e+05                     9.000e+02 1.000e+01-9.000e+02
  f 5    0    0MEDM 8.0000e+05                     1.100e+03 1.000e+01-9.000e+02
  g 5    0    0MEDM 8.0000e+05                     1.300e+03 1.000e+01-9.000e+02
  h 5    0    0MEDM 8.0000e+05                     1.500e+03 1.000e+01-9.000e+02
  i 5    0    0MEDM 8.0000e+05                     1.700e+03 1.000e+01-9.000e+02
  j 5    0    0MEDM 8.0000e+05                     1.900e+03 1.000e+01-9.000e+02
  a 6    0    0UPFLO8.0000e+05                     1.000e+02 1.000e+01-1.100e+03
  b 6    0    0DEEP 8.0000e+05                     3.000e+02 1.000e+01-1.100e+03
  c 6    0    0DEEP 8.0000e+05                     5.000e+02 1.000e+01-1.100e+03
  d 6    0    0DEEP 8.0000e+05                     7.000e+02 1.000e+01-1.100e+03
  e 6    0    0DEEP 8.0000e+05                     9.000e+02 1.000e+01-1.100e+03
  f 6    0    0DEEP 8.0000e+05                     1.100e+03 1.000e+01-1.100e+03
  g 6    0    0DEEP 8.0000e+05                     1.300e+03 1.000e+01-1.100e+03
  h 6    0    0DEEP 8.0000e+05                     1.500e+03 1.000e+01-1.100e+03
  i 6    0    0DEEP 8.0000e+05                     1.700e+03 1.000e+01-1.100e+03
  j 6    0    0DEEP 8.0000e+05                     1.900e+03 1.000e+01-1.100e+03
  a 7    0    0UPFLO8.0000e+05                     1.000e+02 1.000e+01-1.300e+03
  b 7    0    0DEEP 8.0000e+05                     3.000e+02 1.000e+01-1.300e+03
  c 7    0    0DEEP 8.0000e+05                     5.000e+02 1.000e+01-1.300e+03
  d 7    0    0DEEP 8.0000e+05                     7.000e+02 1.000e+01-1.300e+03
  e 7    0    0DEEP 8.0000e+05                     9.000e+02 1.000e+01-1.300e+03
  f 7    0    0DEEP 8.0000e+05                     1.100e+03 1.000e+01-1.300e+03
  g 7    0    0DEEP 8.0000e+05                     1.300e+03 1.000e+01-1.300e+03
  h 7    0    0DEEP 8.0000e+05                     1.500e+03 1.000e+01-1.300e+03
  i 7    0    0DEEP 8.0000e+05                     1.700e+03 1.000e+01-1.300e+03
  j 7    0    0DEEP 8.0000e+05                     1.900e+03 1.000e+01-1.300e+03
  a 8    0    0UPFLO8.0000e+05                     1.000e+02 1.000e+01-1.500e+03
  b 8    0    0DEEP 8.0000e+05                     3.000e+02 1.000e+01-1.500e+03
  c 8    0    0DEEP 8.0000e+05                     5.000e+02 1.000e+01-1.500e+03
  d 8    0    0DEEP 8.0000e+05                     7.000e+02 1.000e+01-1.500e+03
  e 8    0    0DEEP 8.0000e+05                     9.000e+02 1.000e+01-1.500e+03
  f 8    0    0DEEP 8.0000e+05                     1.100e+03 1.000e+01-1.500e+03
  g 8    0    0DEEP 8.0000e+05                     1.300e+03 1.000e+01-1.500e+03
  h 8    0    0DEEP 8.0000e+05                     1.500e+03 1.000e+01-1.500e+03
  i 8    0    0DEEP 8.0000e+05                     1.700e+03 1.000e+01-1.500e+03
  j 8    0    0DEEP 8.0000e+05                     1.900e+03 1.000e+01-1.500e+03
     
CONNE
  a 1  a 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  b 1  b 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  c 1  c 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  d 1  d 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  e 1  e 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  f 1  f 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  g 1  g 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  h 1  h 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  i 1  i 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  j 1  j 0    0    0    0    31.0000e+021.0000e-064.0000e+03-1.0000000
  a 1  b 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 1  c 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 1  d 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 1  e 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 1  f 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 1  g 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 1  h 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 1  i 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 1  j 1    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 2  a 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 2  b 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 2  c 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 2  d 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 2  e 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 2  f 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 2  g 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 2  h 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 2  i 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 2  j 1    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 2  b 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 2  c 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 2  d 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 2  e 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 2  f 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 2  g 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 2  h 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 2  i 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 2  j 2    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 3  a 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 3  b 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 3  c 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 3  d 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 3  e 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 3  f 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 3  g 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 3  h 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 3  i 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 3  j 2    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 3  b 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 3  c 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 3  d 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 3  e 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 3  f 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 3  g 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 3  h 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 3  i 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 3  j 3    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 4  a 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 4  b 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 4  c 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 4  d 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 4  e 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 4  f 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 4  g 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 4  h 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 4  i 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 4  j 3    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 4  b 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 4  c 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 4  d 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 4  e 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 4  f 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 4  g 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 4  h 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 4  i 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 4  j 4    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 5  a 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 5  b 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 5  c 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 5  d 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 5  e 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 5  f 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 5  g 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 5  h 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 5  i 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 5  j 4    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 5  b 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 5  c 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 5  d 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 5  e 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 5  f 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 5  g 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 5  h 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 5  i 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 5  j 5    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 6  a 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 6  b 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 6  c 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 6  d 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 6  e 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 6  f 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 6  g 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 6  h 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 6  i 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 6  j 5    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 6  b 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 6  c 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 6  d 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 6  e 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 6  f 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 6  g 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 6  h 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 6  i 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 6  j 6    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 7  a 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 7  b 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 7  c 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 7  d 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 7  e 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 7  f 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 7  g 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 7  h 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 7  i 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 7  j 6    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 7  b 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 7  c 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 7  d 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 7  e 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 7  f 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 7  g 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 7  h 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 7  i 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 7  j 7    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  a 8  a 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  b 8  b 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  c 8  c 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  d 8  d 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  e 8  e 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  f 8  f 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  g 8  g 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  h 8  h 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  i 8  i 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  j 8  j 7    0    0    0    31.0000e+021.0000e+024.0000e+03-1.0000000
  a 8  b 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  b 8  c 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  c 8  d 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  d 8  e 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  e 8  f 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  f 8  g 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  g 8  h 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  h 8  i 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
  i 8  j 8    0    0    0    11.0000e+021.0000e+024.0000e+03 0.0000000
+++  
      11       1      12       2      13       3      14       4      15       5
      16       6      17       7      18       8      19       9      20      10
      11      12      12      13      13      14      14      15      15      16
      16      17      17      18      18      19      19      20      21      11
      22      12      23      13      24      14      25      15      26      16
      27      17      28      18      29      19      30      20      21      22
      22      23      23      24      24      25      25      26      26      27
      27      28      28      29      29      30      31      21      32      22
      33      23      34      24      35      25      36      26      37      27
      38      28      39      29      40      30      31      32      32      33
      33      34      34      35      35      36      36      37      37      38
      38      39      39      40      41      31      42      32      43      33
      44      34      45      35      46      36      47      37      48      38
      49      39      50      40      41      42      42      43      43      44
      44      45      45      46      46      47      47      48      48      49
      49      50      51      41      52      42      53      43      54      44
      55      45      56      46      57      47      58      48      59      49
      60      50      51      52      52      53      53      54      54      55
      55      56      56      57      57      58      58      59      59      60
      61      51      62      52      63      53      64      54      65      55
      66      56      67      57      68      58      69      59      70      60
      61      62      62      63      63      64      64      65      65      66
      66      67      67      68      68      69      69      70      71      61
      72      62      73      63      74      64      75      65      76      66
      77      67      78      68      79      69      80      70      71      72
      72      73      73      74      74      75      75      76      76      77
      77      78      78      79      79      80      81      71      82      72
      83      73      84      74      85      75      86      76      87      77
      88      78      89      79      90      80      81      82      82      83
      83      84      84      85      85      86      86      87      87      88
      88      89      89      90
